FIPS,State,County,POP_2009,Per_Cap_2009,Personal_income_2009
17075, IL,Iroquois,29863,35158,1049914
17077, IL,Jackson,59664,29631,1767931
17079, IL,Jasper,9701,32059,311009
17081, IL,Jefferson,38970,30706,1196597
17083, IL,Jersey,23060,32249,743671
17085, IL,Jo Daviess,22685,37089,841370
17087, IL,Johnson,12604,22799,287361
17089, IL,Kane,511273,37613,19230762
17091, IL,Kankakee,113107,31996,3618940
17093, IL,Kendall,112490,37538,4222639
17095, IL,Knox,52817,32992,1742562
17097, IL,Lake,701042,55583,38965772
17099, IL,LaSalle,113999,34060,3882822
17101, IL,Lawrence,16802,30722,516186
17103, IL,Lee,36189,31701,1147241
17105, IL,Livingston,39054,34028,1328920
17107, IL,Logan,30342,29588,897765
17109, IL,McDonough,32611,30194,984661
17111, IL,McHenry,308067,41170,12683151
17113, IL,McLean,168727,39034,6586019
17115, IL,Macon,110732,38615,4275919
17117, IL,Macoupin,47630,32068,1527404
17119, IL,Madison,268978,35759,9618375
17121, IL,Marion,39465,32287,1274191
17123, IL,Marshall,12671,35166,445594
17125, IL,Mason,14787,32227,476538
17127, IL,Massac,15435,29506,455426
17129, IL,Menard,12720,36213,460629
17131, IL,Mercer,16438,35849,589287
17133, IL,Monroe,32848,42583,1398759
17135, IL,Montgomery,30124,29001,873639
17137, IL,Morgan,35602,32709,1164497
17139, IL,Moultrie,14787,35630,526860
17141, IL,Ogle,53621,33857,1815441
17143, IL,Peoria,186930,40810,7628611
17145, IL,Perry,22374,26888,601583
17147, IL,Piatt,16774,40729,683190
17149, IL,Pike,16473,28566,470561
17151, IL,Pope,4431,26538,117590
17153, IL,Pulaski,6164,29519,181957
17155, IL,Putnam,5997,35786,214610
17157, IL,Randolph,33528,28499,955505
17159, IL,Richland,16229,32242,523253
17161, IL,Rock Island,147552,37252,5496564
17163, IL,St. Clair,268489,35484,9527135
17165, IL,Saline,24911,31190,776985
17167, IL,Sangamon,196180,37638,7383759
17169, IL,Schuyler,7489,36171,270888
17171, IL,Scott,5373,30493,163837
17173, IL,Shelby,22386,31786,711559
17175, IL,Stark,6043,32162,194355
17177, IL,Stephenson,47792,32459,1551290
17179, IL,Tazewell,135054,36872,4979671
17181, IL,Union,17909,31004,555242
17183, IL,Vermilion,81710,30742,2511965
17185, IL,Wabash,12040,33236,400163
17187, IL,Warren,17689,31328,554157
17189, IL,Washington,14755,39857,588088
17191, IL,Wayne,16788,30926,519181
17193, IL,White,14767,34521,509776
17195, IL,Whiteside,58667,33599,1971150
17197, IL,Will,674970,38693,26116862
17199, IL,Williamson,66229,34205,2265354
17201, IL,Winnebago,295612,32801,9696274
17203, IL,Woodford,38675,39474,1526652
18001, IN,Adams,34351,27041,928899
18003, IN,Allen,353693,33653,11902668
18005, IN,Bartholomew,76566,35914,2749776
18007, IN,Benton,8735,34084,297728
18009, IN,Blackford,12844,29542,379441
18011, IN,Boone,55915,49620,2774495
18013, IN,Brown,15261,33203,506712
18015, IN,Carroll,20103,31321,629643
18017, IN,Cass,38968,28975,1129085
18019, IN,Clark,109067,33889,3696212
18021, IN,Clay,26901,29005,780269
18023, IN,Clinton,33280,29158,970372
18025, IN,Crawford,10664,25512,272064
18027, IN,Daviess,31389,31201,979363
18029, IN,Dearborn,49931,34912,1743185
18031, IN,Decatur,25595,31864,815556
18033, IN,DeKalb,42053,30433,1279799
18035, IN,Delaware,117490,27621,3245220
18037, IN,Dubois,41897,37603,1575466
18039, IN,Elkhart,197514,28492,5627533
18041, IN,Fayette,24247,28184,683367
18043, IN,Floyd,74284,38130,2832440
18045, IN,Fountain,17183,30564,525179
18047, IN,Franklin,23195,35004,811921
18049, IN,Fulton,20772,29944,622007
18051, IN,Gibson,33345,32108,1070644
18053, IN,Grant,70195,29829,2093869
18055, IN,Greene,32995,30438,1004289
18057, IN,Hamilton,269394,52218,14067144
18059, IN,Hancock,69183,37184,2572506
18061, IN,Harrison,39148,33424,1308465
18063, IN,Hendricks,143944,37384,5381260
18065, IN,Henry,49305,29150,1437236
18067, IN,Howard,82701,30656,2535291
18069, IN,Huntington,37205,30746,1143900
18071, IN,Jackson,41798,34384,1437194
18073, IN,Jasper,33278,31745,1056401
18075, IN,Jay,21399,28292,605431
18077, IN,Jefferson,32558,30808,1003054
18079, IN,Jennings,28546,27217,776946
18081, IN,Johnson,138584,36109,5004183
18083, IN,Knox,38499,33042,1272077
18085, IN,Kosciusko,77263,32255,2492124
18087, IN,Lagrange,37119,22849,848124
18089, IN,Lake,495789,33129,16425146
18091, IN,LaPorte,111465,30773,3430127
18093, IN,Lawrence,46138,29560,1363832
18095, IN,Madison,131599,28751,3783659
18097, IN,Marion,898394,39328,35331899
18099, IN,Marshall,47126,29330,1382216
18101, IN,Martin,10300,31791,327450
18103, IN,Miami,37127,24732,918234
18105, IN,Monroe,136198,30344,4132779
18107, IN,Montgomery,38180,31972,1220677
18109, IN,Morgan,68583,33650,2307794
18111, IN,Newton,14207,30302,430502
18113, IN,Noble,47574,27002,1284570
18115, IN,Ohio,6134,44185,271031
18117, IN,Orange,19931,27199,542113
18119, IN,Owen,21642,28569,618301
18121, IN,Parke,17326,26269,455132
18123, IN,Perry,19331,27937,540059
18125, IN,Pike,12836,29831,382911
18127, IN,Porter,163572,37710,6168256
18129, IN,Posey,25941,36112,936791
18131, IN,Pulaski,13548,30888,418467
18133, IN,Putnam,38052,27258,1037219
18135, IN,Randolph,26240,28798,755652
18137, IN,Ripley,28716,33415,959554
18139, IN,Rush,17461,31333,547112
18141, IN,St. Joseph,266827,33886,9041593
18143, IN,Scott,24165,26876,649466
18145, IN,Shelby,44551,30697,1367601
18147, IN,Spencer,20992,32946,691607
18149, IN,Starke,23343,25727,600542
18151, IN,Steuben,34194,29567,1011006
18153, IN,Sullivan,21483,27224,584843
18155, IN,Switzerland,10541,23673,249539
18157, IN,Tippecanoe,171937,29419,5058228
18159, IN,Tipton,16046,32290,518118
18161, IN,Union,7466,27666,206552
18163, IN,Vanderburgh,178995,35757,6400337
18165, IN,Vermillion,16377,31157,510252
18167, IN,Vigo,107429,30336,3258915
18169, IN,Wabash,33036,29927,988664
18171, IN,Warren,8533,33357,284638
18173, IN,Warrick,59197,39167,2318555
18175, IN,Washington,28144,27051,761320
18177, IN,Wayne,68984,29887,2061701
18179, IN,Wells,27620,32041,884981
18181, IN,White,24573,31718,779418
18183, IN,Whitley,33125,32889,1089462
19001, IA,Adair,7676,35738,274325
19003, IA,Adams,4047,36277,146812
19005, IA,Allamakee,14263,31867,454520
19007, IA,Appanoose,12896,29904,385641
19009, IA,Audubon,6136,38172,234223
19011, IA,Benton,26117,38553,1006892
19013, IA,Black Hawk,130595,34483,4503284
19015, IA,Boone,26360,39026,1028734
19017, IA,Bremer,24183,36873,891702
19019, IA,Buchanan,21016,36594,769068
19021, IA,Buena Vista,20004,35024,700621
19023, IA,Butler,14699,36526,536903
19025, IA,Calhoun,9684,38733,375092
19027, IA,Carroll,20743,38216,792723
19029, IA,Cass,13949,34611,482791
19031, IA,Cedar,18458,38786,715917
19033, IA,Cerro Gordo,44239,38371,1697485
19035, IA,Cherokee,11953,38822,464044
19037, IA,Chickasaw,12465,35763,445783
19039, IA,Clarke,9228,30483,281297
19041, IA,Clay,16708,37728,630360
19043, IA,Clayton,18185,33419,607724
19045, IA,Clinton,49147,34193,1680487
19047, IA,Crawford,16944,35420,600156
19049, IA,Dallas,64489,47310,3050997
19051, IA,Davis,8701,27725,241233
19053, IA,Decatur,8506,26149,222423
19055, IA,Delaware,17755,31876,565958
19057, IA,Des Moines,40379,36129,1458843
19059, IA,Dickinson,16666,41845,697381
19061, IA,Dubuque,92948,35786,3326214
19063, IA,Emmet,10361,33272,344727
19065, IA,Fayette,20939,30484,638313
19067, IA,Floyd,16248,33989,552256
19069, IA,Franklin,10656,36392,387793
19071, IA,Fremont,7453,45318,337756
19073, IA,Greene,9329,39783,371132
19075, IA,Grundy,12447,42070,523640
19077, IA,Guthrie,10939,39741,434722
19079, IA,Hamilton,15739,37620,592105
19081, IA,Hancock,11371,37100,421862
19083, IA,Hardin,17535,37605,659407
19085, IA,Harrison,14972,37106,555545
19087, IA,Henry,20202,31706,640522
19089, IA,Howard,9568,33378,319362
19091, IA,Humboldt,9843,36436,358644
19093, IA,Ida,7090,40613,287943
19095, IA,Iowa,16406,39593,649558
19097, IA,Jackson,19841,32651,647830
19099, IA,Jasper,36879,33635,1240407
19101, IA,Jefferson,16782,32024,537419
19103, IA,Johnson,129864,39528,5133292
19105, IA,Jones,20562,33538,689609
19107, IA,Keokuk,10552,34506,364108
19109, IA,Kossuth,15630,42156,658904
19111, IA,Lee,35856,31441,1127362
19113, IA,Linn,210217,40450,8503202
19115, IA,Louisa,11416,30259,345441
19117, IA,Lucas,8948,32103,287257
19119, IA,Lyon,11557,35181,406592
19121, IA,Madison,15510,37996,589317
19123, IA,Mahaska,22364,33018,738408
19125, IA,Marion,33468,34230,1145626
19127, IA,Marshall,40280,33490,1348987
19129, IA,Mills,15056,44827,674922
19131, IA,Mitchell,10763,35364,380621
19133, IA,Monona,9247,37897,350430
19135, IA,Monroe,7924,33211,263167
19137, IA,Montgomery,10803,34319,370751
19139, IA,Muscatine,42783,35638,1524699
19141, IA,O'Brien,14412,37589,541733
19143, IA,Osceola,6509,35642,231993
19145, IA,Page,15885,33621,534064
19147, IA,Palo Alto,9510,35681,339322
19149, IA,Plymouth,24904,39421,981741
19151, IA,Pocahontas,7395,40394,298715
19153, IA,Polk,425737,41302,17583910
19155, IA,Pottawattamie,92395,34583,3195256
19157, IA,Poweshiek,18958,36038,683206
19159, IA,Ringgold,5119,32205,164856
19161, IA,Sac,10342,38648,399702
19163, IA,Scott,163582,42405,6936722
19165, IA,Shelby,12165,39232,477256
19167, IA,Sioux,33587,31693,1064484
19169, IA,Story,89285,32927,2939860
19171, IA,Tama,17833,36363,648457
19173, IA,Taylor,6355,33699,214156
19175, IA,Union,12527,31467,394192
19177, IA,Van Buren,7628,30207,230417
19179, IA,Wapello,35481,31212,1107441
19181, IA,Warren,45926,37655,1729330
19183, IA,Washington,21692,37330,809757
19185, IA,Wayne,6393,31988,204497
19187, IA,Webster,38316,34248,1312234
19189, IA,Winnebago,10917,33032,360609
19191, IA,Winneshiek,21025,33840,711479
19193, IA,Woodbury,101581,37342,3793190
19195, IA,Worth,7610,34477,262368
19197, IA,Wright,13262,37563,498157
20001, KS,Allen,13407,33758,452588
20003, KS,Anderson,8101,32546,263654
20005, KS,Atchison,16965,29531,500998
20007, KS,Barber,4882,34544,168646
20009, KS,Barton,27526,37321,1027306
20011, KS,Bourbon,15157,33985,515104
20013, KS,Brown,9972,37026,369221
20015, KS,Butler,65617,35658,2339756
20017, KS,Chase,2779,33065,91889
20019, KS,Chautauqua,3691,35455,130865
20021, KS,Cherokee,21658,28352,614039
20023, KS,Cheyenne,2743,35289,96797
20025, KS,Clark,2242,34751,77912
20027, KS,Clay,8500,41027,348726
20029, KS,Cloud,9545,30314,289350
20031, KS,Coffey,8566,39846,341318
20033, KS,Comanche,1878,33879,63625
20035, KS,Cowley,36195,29896,1082076
20037, KS,Crawford,38966,31196,1215569
20039, KS,Decatur,2980,37441,111573
20041, KS,Dickinson,19730,40163,792409
20043, KS,Doniphan,7907,32648,258150
20045, KS,Douglas,110039,33467,3682641
20047, KS,Edwards,3008,45173,135880
20049, KS,Elk,2914,30185,87959
20051, KS,Ellis,28353,36512,1035217
20053, KS,Ellsworth,6432,32099,206462
20055, KS,Finney,36300,32400,1176138
20057, KS,Ford,33158,29965,993592
20059, KS,Franklin,25870,32065,829527
20061, KS,Geary,31537,42183,1330311
20063, KS,Gove,2689,47669,128181
20065, KS,Graham,2592,38943,100941
20067, KS,Grant,7731,34581,267347
20069, KS,Gray,5920,40980,242601
20071, KS,Greeley,1210,44093,53352
20073, KS,Greenwood,6724,32156,216214
20075, KS,Hamilton,2669,33420,89198
20077, KS,Harper,6025,36204,218132
20079, KS,Harvey,34547,33711,1164610
20081, KS,Haskell,4188,46026,192756
20083, KS,Hodgeman,1929,36580,70563
20085, KS,Jackson,13369,32879,439559
20087, KS,Jefferson,19037,33930,645934
20089, KS,Jewell,3077,37303,114780
20091, KS,Johnson,539396,55856,30128460
20093, KS,Kearny,3941,38367,151206
20095, KS,Kingman,7885,34256,270112
20097, KS,Kiowa,2490,31406,78200
20099, KS,Labette,21759,32898,715831
20101, KS,Lane,1779,41403,73656
20103, KS,Leavenworth,75461,34437,2598680
20105, KS,Lincoln,3249,32904,106904
20107, KS,Linn,9669,29576,285975
20109, KS,Logan,2729,39708,108364
20111, KS,Lyon,33777,28361,957956
20113, KS,McPherson,29222,37734,1102663
20115, KS,Marion,12654,30783,389528
20117, KS,Marshall,10121,36543,369856
20119, KS,Meade,4502,39441,177565
20121, KS,Miami,32445,36521,1184925
20123, KS,Mitchell,6420,38365,246305
20125, KS,Montgomery,35589,31752,1130010
20127, KS,Morris,5958,34430,205135
20129, KS,Morton,3226,37359,120521
20131, KS,Nemaha,10165,37534,381538
20133, KS,Neosho,16568,28330,469364
20135, KS,Ness,3085,41119,126851
20137, KS,Norton,5640,29924,168772
20139, KS,Osage,16297,32144,523848
20141, KS,Osborne,3913,35959,140706
20143, KS,Ottawa,6114,32789,200473
20145, KS,Pawnee,6927,32018,221786
20147, KS,Phillips,5620,34877,196011
20149, KS,Pottawatomie,21206,41584,881839
20151, KS,Pratt,9669,35310,341416
20153, KS,Rawlins,2558,37393,95651
20155, KS,Reno,64196,32813,2106452
20157, KS,Republic,5045,34640,174758
20159, KS,Rice,10047,29076,292126
20161, KS,Riley,69995,34340,2403618
20163, KS,Rooks,5179,33968,175919
20165, KS,Rush,3253,37192,120987
20167, KS,Russell,6880,37506,258038
20169, KS,Saline,55164,36948,2038212
20171, KS,Scott,4823,39556,190777
20173, KS,Sedgwick,495006,40285,19941205
20175, KS,Seward,22729,26995,613572
20177, KS,Shawnee,176786,37381,6608397
20179, KS,Sheridan,2575,45398,116899
20181, KS,Sherman,6004,34958,209888
20183, KS,Smith,3849,35404,136269
20185, KS,Stafford,4422,41570,183822
20187, KS,Stanton,2174,47668,103630
20189, KS,Stevens,5592,34586,193406
20191, KS,Sumner,24160,32986,796945
20193, KS,Thomas,7753,36414,282321
20195, KS,Trego,2985,36212,108093
20197, KS,Wabaunsee,7059,38937,274859
20199, KS,Wallace,1469,35628,52338
20201, KS,Washington,5779,34619,200065
20203, KS,Wichita,2211,46122,101975
20205, KS,Wilson,9485,31010,294126
20207, KS,Woodson,3309,28830,95397
20209, KS,Wyandotte,156416,27201,4254685
21001, KY,Adair,18729,23069,432060
21003, KY,Allen,19811,24378,482961
21005, KY,Anderson,21328,30949,660089
21007, KY,Ballard,8204,31587,259142
21009, KY,Barren,42171,27362,1153869
21011, KY,Bath,11544,24511,282960
21013, KY,Bell,28667,25033,717623
21015, KY,Boone,117461,36589,4297824
21017, KY,Bourbon,20027,31521,631269
21019, KY,Boyd,49362,31758,1567650
21021, KY,Boyle,28297,30015,849333
21023, KY,Bracken,8473,29846,252887
21025, KY,Breathitt,14009,25438,356365
21027, KY,Breckinridge,19979,25764,514731
21029, KY,Bullitt,73743,30696,2263620
21031, KY,Butler,12670,26190,331829
21033, KY,Caldwell,12996,28625,372016
21035, KY,Calloway,36886,30005,1106780
21037, KY,Campbell,89664,35500,3183055
21039, KY,Carlisle,5113,34421,175995
21041, KY,Carroll,10852,38763,420661
21043, KY,Carter,27785,25345,704203
21045, KY,Casey,15946,22690,361817
21047, KY,Christian,73457,32446,2383399
21049, KY,Clark,35607,31816,1132872
21051, KY,Clay,21950,21975,482362
21053, KY,Clinton,10227,23261,237892
21055, KY,Crittenden,9301,28479,264880
21057, KY,Cumberland,6855,23608,161831
21059, KY,Daviess,96261,33978,3270739
21061, KY,Edmonson,12122,24467,296588
21063, KY,Elliott,7727,17558,135668
21065, KY,Estill,14672,24844,364516
21067, KY,Fayette,292514,38360,11220857
21069, KY,Fleming,14280,24677,352390
21071, KY,Floyd,39643,28469,1128593
21073, KY,Franklin,49253,33677,1658692
21075, KY,Fulton,6793,27859,189248
21077, KY,Gallatin,8533,23730,202485
21079, KY,Garrard,16900,24787,418899
21081, KY,Grant,24697,27100,669278
21083, KY,Graves,36932,30087,1111156
21085, KY,Grayson,25619,25513,653622
21087, KY,Green,11359,26438,300311
21089, KY,Greenup,37053,31712,1175011
21091, KY,Hancock,8558,47836,409380
21093, KY,Hardin,101254,35213,3565422
21095, KY,Harlan,29534,26254,775379
21097, KY,Harrison,18894,27953,528147
21099, KY,Hart,18197,24939,453813
21101, KY,Henderson,46037,31248,1438580
21103, KY,Henry,15530,29341,455670
21105, KY,Hickman,4945,32640,161407
21107, KY,Hopkins,46921,30040,1409527
21109, KY,Jackson,13463,20788,279866
21111, KY,Jefferson,736705,37827,27867125
21113, KY,Jessamine,48153,31534,1518455
21115, KY,Johnson,23220,30171,700562
21117, KY,Kenton,159239,41395,6591658
21119, KY,Knott,16543,26442,437436
21121, KY,Knox,31920,23410,747255
21123, KY,Larue,14172,27453,389066
21125, KY,Laurel,58513,27792,1626190
21127, KY,Lawrence,15889,25201,400426
21129, KY,Lee,7885,21492,169467
21131, KY,Leslie,11361,28094,319174
21133, KY,Letcher,24364,29238,712346
21135, KY,Lewis,13915,23067,320979
21137, KY,Lincoln,24776,23974,593982
21139, KY,Livingston,9476,30501,289030
21141, KY,Logan,26872,28492,765639
21143, KY,Lyon,8332,24735,206096
21145, KY,McCracken,65654,36606,2403354
21147, KY,McCreary,18207,19038,346627
21149, KY,McLean,9566,32406,310000
21151, KY,Madison,82299,28069,2310037
21153, KY,Magoffin,13335,21595,287968
21155, KY,Marion,19769,26001,514013
21157, KY,Marshall,31411,31522,990148
21159, KY,Martin,13040,24580,320523
21161, KY,Mason,17464,30534,533239
21163, KY,Meade,28403,28740,816290
21165, KY,Menifee,6317,23685,149621
21167, KY,Mercer,21286,29079,618984
21169, KY,Metcalfe,10067,23521,236781
21171, KY,Monroe,10969,24359,267191
21173, KY,Montgomery,26407,27740,732543
21175, KY,Morgan,13928,20208,281455
21177, KY,Muhlenberg,31505,26339,829799
21179, KY,Nelson,42974,30813,1324161
21181, KY,Nicholas,7125,27368,194999
21183, KY,Ohio,23888,27578,658794
21185, KY,Oldham,59777,44619,2667194
21187, KY,Owen,10909,27914,304516
21189, KY,Owsley,4713,23355,110071
21191, KY,Pendleton,14786,27077,400361
21193, KY,Perry,28713,31315,899151
21195, KY,Pike,65255,30347,1980318
21197, KY,Powell,12644,23874,301866
21199, KY,Pulaski,62711,29513,1850760
21201, KY,Robertson,2288,24198,55366
21203, KY,Rockcastle,17074,23272,397340
21205, KY,Rowan,23340,24828,579490
21207, KY,Russell,17632,25769,454364
21209, KY,Scott,46325,33508,1552271
21211, KY,Shelby,41576,34494,1434135
21213, KY,Simpson,17227,27975,481923
21215, KY,Spencer,16971,32236,547074
21217, KY,Taylor,24367,27581,672075
21219, KY,Todd,12485,31388,391880
21221, KY,Trigg,14222,32993,469226
21223, KY,Trimble,8855,27679,245097
21225, KY,Union,15004,31430,471580
21227, KY,Warren,112375,30142,3387192
21229, KY,Washington,11550,30114,347811
21231, KY,Wayne,20793,22177,461120
21233, KY,Webster,13681,29957,409841
21235, KY,Whitley,35994,28767,1035442
21237, KY,Wolfe,7351,20932,153870
21239, KY,Woodford,24702,38403,948641
22001, LA,Acadia,61451,30909,1899419
22003, LA,Allen,25863,26465,684464
22005, LA,Ascension,105172,38601,4059774
22007, LA,Assumption,23508,31419,738604
22009, LA,Avoyelles,42034,29358,1234034
22011, LA,Beauregard,35142,34076,1197497
22013, LA,Bienville,14435,28239,407630
22015, LA,Bossier,115187,34954,4026219
22017, LA,Caddo,253245,38018,9627818
22019, LA,Calcasieu,191080,33751,6449190
22021, LA,Caldwell,10185,30505,310689
22023, LA,Cameron,6930,34989,242477
22025, LA,Catahoula,10471,25980,272040
22027, LA,Claiborne,17230,27083,466635
22029, LA,Concordia,20726,31192,646478
22031, LA,De Soto,26413,31517,832462
22033, LA,East Baton Rouge,437623,39192,17151269
22035, LA,East Carroll,7862,26693,209862
22037, LA,East Feliciana,20487,32626,668400
22039, LA,Evangeline,34078,30988,1056013
22041, LA,Franklin,20677,26936,556946
22043, LA,Grant,22069,25805,569490
22045, LA,Iberia,73372,34141,2504979
22047, LA,Iberville,33393,31261,1043887
22049, LA,Jackson,16118,29305,472345
22051, LA,Jefferson,431921,40908,17668840
22053, LA,Jefferson Davis,31530,31138,981782
22055, LA,Lafayette,219466,40970,8991484
22057, LA,Lafourche,96080,39973,3840620
22059, LA,LaSalle,14717,27954,411400
22061, LA,Lincoln,46270,29618,1370413
22063, LA,Livingston,126230,32473,4099077
22065, LA,Madison,12040,25427,306142
22067, LA,Morehouse,28147,30072,846433
22069, LA,Natchitoches,39425,29720,1171721
22071, LA,Orleans,327803,41780,13695750
22073, LA,Ouachita,153058,32551,4982155
22075, LA,Plaquemines,22730,40461,919681
22077, LA,Pointe Coupee,22847,34239,782252
22079, LA,Rapides,131095,35665,4675514
22081, LA,Red River,9117,25960,236673
22083, LA,Richland,20664,29660,612896
22085, LA,Sabine,24199,27435,663911
22087, LA,St. Bernard,32878,30744,1010790
22089, LA,St. Charles,52719,39487,2081732
22091, LA,St. Helena,11154,33023,368340
22093, LA,St. James,22231,36152,803692
22095, LA,St. John the Baptist,46336,33667,1559977
22097, LA,St. Landry,83825,32073,2688559
22099, LA,St. Martin,52025,31075,1616680
22101, LA,St. Mary,54551,34239,1867791
22103, LA,St. Tammany,231224,44802,10359196
22105, LA,Tangipahoa,120009,31124,3735210
22107, LA,Tensas,5311,32122,170600
22109, LA,Terrebonne,111689,38329,4280939
22111, LA,Union,22609,30049,679376
22113, LA,Vermilion,57684,32266,1861217
22115, LA,Vernon,50903,34188,1740292
22117, LA,Washington,47262,27504,1299888
22119, LA,Webster,41131,30926,1272021
22121, LA,West Baton Rouge,23352,36714,857352
22123, LA,West Carroll,11633,24653,286794
22125, LA,West Feliciana,15639,27299,426928
22127, LA,Winn,15393,27407,421881
23001, ME,Androscoggin,107830,33511,3613517
23003, ME,Aroostook,72258,32670,2360695
23005, ME,Cumberland,281969,44288,12487750
23007, ME,Franklin,30779,30113,926838
23009, ME,Hancock,54499,38402,2092895
23011, ME,Kennebec,122084,36920,4507335
23013, ME,Knox,39924,37441,1494787
23015, ME,Lincoln,34627,38272,1325230
23017, ME,Oxford,57923,30309,1755579
23019, ME,Penobscot,153770,33153,5097910
23021, ME,Piscataquis,17433,30680,534849
23023, ME,Sagadahoc,35567,38109,1355434
23025, ME,Somerset,52104,31570,1644946
23027, ME,Waldo,38706,31918,1235399
23029, ME,Washington,32925,30755,1012595
23031, ME,York,197192,38973,7685111
24001, MD,Allegany,75101,30964,2325390
24003, MD,Anne Arundel,532395,52226,27804975
24005, MD,Baltimore,801808,48430,38831808
24009, MD,Calvert,88244,49002,4324133
24011, MD,Caroline,33013,33381,1102019
24013, MD,Carroll,167028,46908,7835006
24015, MD,Cecil,100816,37198,3750197
24017, MD,Charles,144804,47046,6812458
24019, MD,Dorchester,32470,35069,1138701
24021, MD,Frederick,230942,48245,11141895
24023, MD,Garrett,30145,33415,1007296
24025, MD,Harford,243685,45092,10988340
24027, MD,Howard,283061,63155,17876847
24029, MD,Kent,20132,45636,918754
24031, MD,Montgomery,959013,68975,66147761
24033, MD,Prince George's,856161,40401,34590006
24035, MD,Queen Anne's,47532,47907,2277110
24037, MD,St. Mary's,103273,45334,4681825
24039, MD,Somerset,26425,24764,654376
24041, MD,Talbot,37496,57991,2174428
24043, MD,Washington,146953,35910,5277107
24045, MD,Wicomico,98069,33327,3268365
24047, MD,Worcester,51313,42752,2193711
24510, MD,Baltimore (Independent City),620509,36709,22778362
25001, MA,Barnstable,215994,50752,10962023
25003, MA,Berkshire,131264,40659,5337042
25005, MA,Bristol,547324,39406,21568106
25007, MA,Dukes,16373,62529,1023787
25009, MA,Essex,739086,50358,37218749
25011, MA,Franklin,71392,39602,2827297
25013, MA,Hampden,462777,38332,17739238
25015, MA,Hampshire,157910,37993,5999421
25017, MA,Middlesex,1494764,59637,89143848
25019, MA,Nantucket,10225,74782,764642
25021, MA,Norfolk,666301,63434,42266083
25023, MA,Plymouth,492738,47094,23204796
25025, MA,Suffolk,716214,60606,43406854
25027, MA,Worcester,795251,42282,33624889
26001, MI,Alcona,11106,26594,295357
26003, MI,Alger,9334,24431,228041
26005, MI,Allegan,111252,31931,3552339
26007, MI,Alpena,29755,30630,911397
26009, MI,Antrim,23796,30172,717963
26011, MI,Arenac,16243,27239,442447
26013, MI,Baraga,8874,25925,230061
26015, MI,Barry,59469,30783,1830626
26017, MI,Bay,107913,32011,3454358
26019, MI,Benzie,17564,29494,518035
26021, MI,Berrien,157059,34216,5373969
26023, MI,Branch,45378,25581,1160809
26025, MI,Calhoun,136301,30963,4220351
26027, MI,Cass,52362,29406,1539747
26029, MI,Charlevoix,26068,35540,926444
26031, MI,Cheboygan,26330,27587,726369
26033, MI,Chippewa,39174,26572,1040919
26035, MI,Clare,30856,25460,785607
26037, MI,Clinton,74828,32998,2469209
26039, MI,Crawford,14157,23965,339274
26041, MI,Delta,37059,30840,1142915
26043, MI,Dickinson,26357,34702,914650
26045, MI,Eaton,107430,31932,3430502
26047, MI,Emmet,32765,38438,1259425
26049, MI,Genesee,427989,29459,12608063
26051, MI,Gladwin,25738,27154,698894
26053, MI,Gogebic,16390,27707,454124
26055, MI,Grand Traverse,86767,33996,2949768
26057, MI,Gratiot,42285,27603,1167184
26059, MI,Hillsdale,46735,26854,1255041
26061, MI,Houghton,36378,27753,1009583
26063, MI,Huron,33269,33679,1120478
26065, MI,Ingham,280889,31423,8826426
26067, MI,Ionia,63858,25248,1612259
26069, MI,Iosco,26174,27376,716549
26071, MI,Iron,11959,29846,356934
26073, MI,Isabella,70026,25710,1800346
26075, MI,Jackson,160114,29560,4732990
26077, MI,Kalamazoo,249023,35662,8880560
26079, MI,Kalkaska,17223,25149,433149
26081, MI,Kent,601437,36515,21961613
26083, MI,Keweenaw,2131,33265,70887
26085, MI,Lake,11593,23869,276719
26087, MI,Lapeer,88774,29763,2642186
26089, MI,Leelanau,21724,39514,858399
26091, MI,Lenawee,100250,28888,2896032
26093, MI,Livingston,181082,38238,6924241
26095, MI,Luce,6614,23658,156476
26097, MI,Mackinac,11159,31368,350036
26099, MI,Macomb,839435,33692,28282071
26101, MI,Manistee,24818,29378,729113
26103, MI,Marquette,66765,31306,2090130
26105, MI,Mason,28656,29965,858680
26107, MI,Mecosta,42621,24315,1036344
26109, MI,Menominee,24118,29942,722143
26111, MI,Midland,83639,41845,3499871
26113, MI,Missaukee,14898,24345,362688
26115, MI,Monroe,152296,33118,5043698
26117, MI,Montcalm,63496,24874,1579380
26119, MI,Montmorency,9794,25958,254237
26121, MI,Muskegon,172755,27529,4755824
26123, MI,Newaygo,48649,26367,1282733
26125, MI,Oakland,1200890,48577,58335550
26127, MI,Oceana,26779,26461,708608
26129, MI,Ogemaw,21856,24985,546071
26131, MI,Ontonagon,6828,29204,199403
26133, MI,Osceola,23522,24515,576651
26135, MI,Oscoda,8717,24742,215680
26137, MI,Otsego,24190,28633,692623
26139, MI,Ottawa,262879,32615,8573927
26141, MI,Presque Isle,13505,28157,380264
26143, MI,Roscommon,24499,27462,672800
26145, MI,Saginaw,200835,29260,5876416
26147, MI,St. Clair,164011,31124,5104664
26149, MI,St. Joseph,61417,27684,1700252
26151, MI,Sanilac,43319,26956,1167717
26153, MI,Schoolcraft,8487,29697,252040
26155, MI,Shiawassee,70710,28563,2019713
26157, MI,Tuscola,55901,26703,1492722
26159, MI,Van Buren,76581,31059,2378559
